,From,TimeStamp,To,TxHash,Value
0,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1512687237,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,0xc8936fa41ad8ea11ba4f5abe2ae60de6b7b4c7fee0cdf87545c363707199da1d,27.15
1,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512687894,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xaba1bbecef8ff3c1a3f4354c28499ac00dd7a6ebfb0b942153c8eb26afe3ecd4,27.1
2,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512689600,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xcb3728fbf2f2155802de6de36666c4256d13f9beba7c97ff814800b5c4057ffd,0.0
3,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512689658,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x56374616584b8712d3b882f6983d9bf15e7455cf703b58b3a0eebc79af449629,0.0
4,0x9d2faffdb77979c60f99906b01691f0e63be0e11,1512690213,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,0xf2b4ba9cad808e8718c21e2f5f74557e6d04e5a27e9128636149195c7efa36fd,9.099999
5,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512690259,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a,0x4187257b4d11d0af8fb54e1d07fdfcc1dd151bd7e9f96e8c13eaba4715ecf5d7,0.0
6,0x9d2faffdb77979c60f99906b01691f0e63be0e11,1512690696,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,0x83c60749c53bd2c01ce5041557fe1d729fc06ed9e91cf663f91852b16e20aad8,0.066
7,0x9d2faffdb77979c60f99906b01691f0e63be0e11,1512691856,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,0xcdf0d15bd5c722325e5726b648d219b1fcda64e687abffcf77030421b16ae68a,1.02
8,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1512694359,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,0x594f74c94b90c707024446a3c7d88078dab923bcae736960ca519dd458c8bc02,28.57800000000001
9,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512695062,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xd2107d64cd70a0199d1196d91037f177660d4e76e67415b865e53ec62df6eec2,28.6
10,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512712844,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x724e9879957695186c7f9052b719c10bc89a05b26598ba5c86c8a2134293d452,0.0
11,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512712924,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x63333392ddaac53dda806bd8fc1dc93a80e65ef66612d9caac2507b557faeebc,0.0
12,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1512713038,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,0xcb101bb0f681a6c8732b17077857e412cfa3c783fab7a053b684a43212e7d6d1,48.3034
13,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512713067,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a,0x94b742cd17de8ea126cca0c04756a0d6895b89d37b5901a74b3e41a8f2e2a00e,0.0
14,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512713102,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xe9cc7463446a398be7567cac6dc07174a4f4bee379114d3d833e2e7751ce3236,48.0
15,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512713165,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xe3343bc92352d0cb4e13a0b8b1cdd862eab7b793ee87d06e97a3d944da5f649c,0.0
16,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512713206,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xd2670ca402bf6d5f97db39bfb5e93338518668680fe4d10a54c20ffd2f2e2296,0.0
17,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512713368,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a,0xac4bc572f112999434a64c1bb86c2f6004bdcb7b828e5b72ebfff5cf37555f8c,0.0
18,0x9d2faffdb77979c60f99906b01691f0e63be0e11,1512715101,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,0x79221959c24c53c05afa962e3ee5d9ed32bcf297fe333f2b97ae8660102651b3,89.11
19,0x9d2faffdb77979c60f99906b01691f0e63be0e11,1512726724,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,0x99d04b0b6fc20d95a52fbe3f0edfdb9317f78eddffd81b3007dc97d53e847c0f,215.9
20,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1512728438,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,0x08bb7cd9fd8753a297620e4c46413f6a69da76327040512a415ad5c321b3d902,87.4242
21,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512728502,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0xb8f25679fab3e94e6be7d78cff5aca49ef78a7d77a404934e7726e561c416609,87.0
22,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512728571,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x28cd79887f2bbca98ce54c2a162a66f4b487953c5411044ddc0b1432787c1301,0.0
23,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512728626,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x644465e011e9d30726b99e1a84ffdff0529b574d01b7029ac1cb794af1ab8faa,0.0
24,0xf2b1fdc974a80ae077f285421eb39e10403fb1f2,1512728675,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a,0x70830c5d213b63d272c687f4c445236020f1e87ec0827fe06b0e168d6ef9e9db,0.0
25,0x9d2faffdb77979c60f99906b01691f0e63be0e11,1512729461,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,0xcafa19916185f26d58db5c00576e3695663e1c47924f4de6b8f9c7da1ae4bb8c,51.0
26,0x9d2faffdb77979c60f99906b01691f0e63be0e11,1512738086,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,0xac7d08992f396eee94f08e5342e1549d371208343dc1fea58b003041eb71a55f,65.66
27,0x9d2faffdb77979c60f99906b01691f0e63be0e11,1512740653,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,0x11cb96ddf4913f22ae274f296ff24fab5127f362ed7ba4f0132c5ac1a41ac224,19.0
28,0x9d2faffdb77979c60f99906b01691f0e63be0e11,1512743079,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,0x06be2f5d57c3e320277a3187172517cd228affacc8b5601725ea31c726a455e1,23.0
29,0x9d2faffdb77979c60f99906b01691f0e63be0e11,1512743718,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,0xd5b7f7e6ee9bc95240a9a35f2d35dd13099b529f3facf4459bfc6658a5716e8e,30.0
30,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743783,0x40afed8e5bb1f7c4b05e2cc2617a3ea68e708f11,0x9f229e3b28a9fb832579330d06c52940619f32f5d83f438c608986742107f0a0,0.1002
31,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743827,0x077b17ea85a7a3b0f15da03307a27c1e4dc22bfc,0x247c6396599764507712fc2df758c812b778c343063110a7e3a4954a481d402e,1.11399052
32,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743857,0xd1ea8c1746e9a970893fb24e49d63b3e1e2102d8,0xe6430fda4a063addfcf11080c0b3d55f5c0dbdcefa502294a1b06b9ad4283c26,1.2771206
33,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743879,0xec470306d74e49390b2414bfd3667abe5f4deec3,0xfcbfc8043c7ac72cd08294dbc2e32180d97147e1bc21d6ab1af85ba1178a87ec,31.926
34,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743979,0x331484385d7a0b66aa0fe08c25a76f0531f5f8f5,0x94374eb7ec735ccb50486aad854909af8d43bf72ab658fe7dd1ead0a18a51dd1,0.22321763
35,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743982,0x858ec666efa263876651529871b15a0a14770b6b,0x5f1b1b4a1d814c2305095a6d42edbeff5ed9ca8ab2da8af7f1c4ce47af9cc4f1,2.65113706
36,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743982,0x40afed8e5bb1f7c4b05e2cc2617a3ea68e708f11,0x9083a0e4055e16b4684248e2af70dea1b8ba4502792bb0d132d98931792b7c35,0.010957999999999999
37,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743982,0x0ae55992eee2a71efaabc20c45c913d257db0b06,0x5a31def67b3b50f3e290fc6d7e9a67d5a419c2699e1ae046cfb6992a56040d31,0.99798
38,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743982,0x1e813d00dd1b5d8531631ba0312bba0e9a7ab619,0x157474c2f0b1abe645b161319edd753dbc8335178e6e134ab16f8b9222c72251,1.5561125
39,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743982,0x52b933ba27584e71dec1ddf3ec826e46f2fb3d26,0x76665abf9435155f06bdb1adfb952948e899768e8cd60294c5e5e06e5888c440,3.24085427
40,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743982,0x52b933ba27584e71dec1ddf3ec826e46f2fb3d26,0x1fcec0e436c2d7d67e644c85af6086d7e760ec063469ade7dada51727e9a123e,2.984
41,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743982,0xd329842c297bdeb97b6df2b06c636673a64aac1d,0xb17b648e8b9408b451db45ea6cd468bae83443869862e2bc915961bcf5d911af,3.04388
42,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743982,0xedcd17adfc278d293c71b21892ec34f4d5980e76,0xf926b90a626a9021f620f183d9144105f0d0c780d8d6ff5d06bb7ba2d389c4da,0.21226458
43,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743982,0xfd212500b8ca7fb3d802384a5d39900cdb1d1b40,0xddebe610c463af9467595b43871755bdabc228827bda6b073cab3649eceea714,15.459000000000001
44,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743982,0x8670756c189be802f12fb253b7c270c28ca53b5c,0x337a1c2cccfc3f3b6799c98259b33f12b7c5a90d62f576a081e71d59606c51c3,0.5048193
45,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743982,0x9c080e44e8d124bd1d3c29b3478acd9ed01dbeaa,0xde9c5ed4b0a36c7786e2aa7b41dfea27dcd28e354621273360c4f0d27c56a943,0.2894
46,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512743982,0x858ec666efa263876651529871b15a0a14770b6b,0xe93a99fab5f727a3a4c7630da46d6e899aace044cab84a870fe11ca2a5da1a70,0.022934
47,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744041,0xd66c9c85c0d1239cf8d77008e88b5c6a71553e5b,0x598cd417e297e4ebf740707fdc36f020d9964b9e3d299c73aac3896da3a9a186,0.00996
48,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744085,0xf02af689fe7daedda3c96a25c617850adae0b7b2,0x05655ab12ef0dc2483460d909e0a1fbd3f4c9c96e6ae52a378234cfd1ca59a6d,3.0937799999999998
49,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744085,0x308908abf99de371d64e3ec7471a787727ae70d5,0x844b81105cf7ae6b8033cfb8c816d5773b4d6bec7adb9a4e99f0c812496491eb,0.9419921999999998
50,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744085,0x5956bd4c8ac645168c31cf8bcdf7fcf82b9a91a1,0xafcf2ce54c9b7abfcadc0a2ce15c56ab232e4532f232cdc308563a1b4e6d6473,5.27191101
51,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x385ebca7e44cfef68e662f7791bfa8e7ba0e2ce0,0xf80c70f3a02b0d3d3a1c11587feaf747538eb8e20fc900070d800773eb0c590a,2.48643912
52,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x6d70f3bbaa030f428b93da9d4194f4d18f8ccc98,0x32f69c1ccb519d3f7d5fa56bd62a2f08337cdcaa9ee15896c073a1a947e70224,4.0818
53,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x6d70f3bbaa030f428b93da9d4194f4d18f8ccc98,0x4b65f17bddd825659355220af441cf4347fc68ac81ec023f5a1fb179407ebd06,0.988
54,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0xa1b81880c51c2e3c9dcb3a308be944fc1a9bac9b,0x0a51885e2eb75f2660009fab36eded42726525d21b7ddfc9789297e14094fdfa,1.98562276
55,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x016325836efd7b473ef02df02b57082c20f55121,0x4764522721118f2fec1b66e4ebe6f987d1dcc0e5398a9035069c742d484f6ce6,0.97056003
56,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x91a635d2262cfd566518576116c2945d9e3c9531,0x4ee6b101dbfdfd34d4e8741d87fa23a269bffe2b883fe7dab29b981fd5828642,2.13108226
57,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x49bfbb1ec036771d683e7ebfa9bc0072f1ab67b6,0x4d2b5e1f4bc0abe97ed75e4e45a8701fce6266a4f36b866cf5e56ffa15302068,3.132702
58,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0xdb6255d5bb10855c3eb4a3d5411529e9a2d5244f,0x0c1cbfd103371571c2cf909aa4fa69e3cb3e7d1c05f5fd924a514361c59b225f,0.9889979999999999
59,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x371bf7e498193708c3adf28fc0719e5b6bf5f82b,0x8f3d2938f713e52f64712ac42c1f3c6cefa037ec1165486fe6839fcdc27d0b94,0.6886
60,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x419fca1581888f343f3b37b71bbcb28dd4d3b019,0x1e6e65f33ffe4e30f16c76d80e6b726eaae3bce0c088d7d6b888a7e6bcb2b70f,1.019936
61,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x4229e235ea5e5e077b1debe330c8eab6a1ccd597,0x878c8d3c639425a6522b1bd337b87e55193cd02bc158a01a11422e063363dcec,4.474014
62,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0xf01a28006506128386d79c83fe635dd0f82be345,0xbcf8b0b5a8de1b02d372c9db8a1d252fdd72c8b78c6f6c78a5b0baea03259be8,3.10376
63,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x8e58e56f498ce821e924dae0175a303c2f02712e,0x3d9474227b86d54eb0f42cce5efa4140f9f2a2d66093f22aca039aa8effcda77,3.18298424
64,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0xd9fbfab8de4f6c02d47c3a0a3cb4802639368bcc,0xe074cc8d3eb4bf886c62d06d8203c44e73b5d5babdd86a80ef4736394a7e2174,3.0339
65,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0xc1e23b55c6b94d1f80417227c327ec6b7814fa87,0x494cd5d5bc607ed2e1a76bf651b104fb15436fde66a8d78367218b88ae7e74f2,2.21468073
66,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x1ae30ce8236b2d1a06c00046a030cf0591cb527f,0x75eca1124b4aec79e3e6f1e08b7af76ee9aec0a5acb72f85b677f23b2f0443bc,2.52774834
67,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0xdf3787de5fa4c152fc025c9f9e8e071c9451e1e3,0xee2af83e40c527aff716cfd3252b8c402d2132e469e6bde4ebec8d1ff9889699,3.11553042
68,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x2bd92efeeb4322d32d71c9295c5ef2e369fcad9a,0xfaeb60798f7a29ef4ff5a74a5c5556b44fe3981b0d72938026e95f4a118e0d83,0.36269911
69,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x9bc67608bead315db90ee002ad62ad9751ab63ea,0xb79cf01bee82aa98892ec14715f0140dd828d8808c820d556f220e8808882548,1.10717518
70,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0xbdf19a4d2cef91e378e2eb908173836c0614006f,0xd7c77e4dae793b60f6f14c85f599593695eec835a2799c8ced27ae6881fd5a03,4.421119999999998
71,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x379d1cb738ae832f3af49800c7cb30a3b8c2ddd6,0x20f03bddee6dff5c2ee9ee44a621c4f3f70993026c5d3be19f02753dfb093d18,2.984
72,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x511e1b827f987f4ee3c737300dbc0e393c9af174,0x73c4d53f42aef4d7dd617c242edcd7232d1fcac7d6581d78b978ed44033b6090,15.87981968
73,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x5c9ad1edec266829663b559230bf9fd65f5d1491,0x93d708255fd9c18388d766da009444795caa2dd7a531f33c56ac68f816753e95,4.99078539
74,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x911b902fa9934aac9f8ae05055a9ef68baefc1d8,0xb1e936ea98d28a2d77ff2b9810df453fee3c017bbad0ac9f3591c45d492358d9,0.28290302
75,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x02df1456e2d97af058ea7cddfa31e05ab67cd4be,0x9be8a5b15ee36363fd90196311bcdc0d6eaf5681579930c63f3bf2110d4afb3d,1.02997588
76,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x3aa77ddfbf3de13cc61725ed0102f773f9803def,0x6e56dfd46365f62b774bbea8f5e3bb6e5d84967f85bd6fb372831d40f8764c12,15.03702764
77,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x9777e86501b4004e90481d917b523c24febfba5e,0xfbbe446351c61fa57cdebb5030b9ec5bef6ada81775e2b5b09e7885a6aacaf18,7.01538208
78,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x7bf33732929883d020e18eafee9fe1d2b7b4828c,0x5ed36d2cda08f37edd50b9200e528a7ff77cfae94e5c91997317f1d9cbae8a99,9.97
79,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x377c7a30be902e2538e7a9a4bc4010ff0e5b86a6,0x018ecbd4fc62d3211a1a87b6132a29158be4ae27cb305cf5714c96bf14a5eb00,5.96079149
80,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0xbd364418870464a88299ca6eb65e139a3f19a842,0xbbc784849680aec1ebe2ca57257446c2ce580e95796bdbce2162c600e388d4fe,1.986
81,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0xa46837a000366188b1cab5fdbf2973f2aea3e609,0x3426911f75e03c6c9da615156b13674ac8959dce323ab879feedc9d653123c4c,1.52072242
82,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x0ae55992eee2a71efaabc20c45c913d257db0b06,0xacc032db4ca267c6c1d57531fd561913c6b5363e8a4f4c6582bc2414b3bcaa9e,2.00223946
83,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x0ae55992eee2a71efaabc20c45c913d257db0b06,0x139aacf50d6136e0acbdb48d355f1dd2403c3a37ce705ac25929af0ef8d26ec3,5.965026
84,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0xa8b8378d30268f31e63d8f1e73020744395f3838,0xb1e996dfb4347f2452b94becbf7f06a40faf5b1415f28cf3d19e8905920f5975,0.99239199
85,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0xc65e657ca3ac7208a68db03f3617425e86b57074,0xaf964093901bb4068021fe26bdff41fdd44a51048e80f7921e9ea2915c487084,2.00589513
86,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,1512744104,0x7f7f87b5b91c2c94aeac947a2e862a82e93ee8e9,0xf43a5c09615eebc60e9befd217c9f85886bccc17a7cbdbdd39ffc67a37eed800,2.27528727
